IQ;date;pressure;wind_direction;wind_force;humidity;temperature
4;2018-01-01 00:00:00+00:00;99480;220;12.4;73;281.05
4;2018-01-01 03:00:00+00:00;99740;220;8.1;84;279.35
4;2018-01-01 06:00:00+00:00;99850;210;7.5;82;279.05
4;2018-01-01 09:00:00+00:00;99730;180;6.1;84;278.75
4;2018-01-01 12:00:00+00:00;99240;170;6.8;87;279.95
4;2018-01-01 15:00:00+00:00;98830;170;4.6;91;279.05
4;2018-01-01 18:00:00+00:00;99370;290;6.9;89;278.55
4;2018-01-01 21:00:00+00:00;99830;260;7.2;83;279.65
3;2018-01-02 00:00:00+00:00;100120;260;9.6;70;280.85
3;2018-01-02 03:00:00+00:00;100500;270;7.9;73;279.95
3;2018-01-02 06:00:00+00:00;100680;260;5.9;81;278.35
3;2018-01-02 09:00:00+00:00;100800;200;2.4;86;277.25
3;2018-01-02 12:00:00+00:00;100670;180;4.9;86;279.55
3;2018-01-02 15:00:00+00:00;100320;160;5.4;92;279.55
3;2018-01-02 18:00:00+00:00;100030;190;8.2;96;280.55
3;2018-01-02 21:00:00+00:00;99750;200;7.5;94;282.55
4;2018-01-03 00:00:00+00:00;99080;190;11.2;92;283.85
4;2018-01-03 03:00:00+00:00;98690;250;14.6;82;284.15
4;2018-01-03 06:00:00+00:00;98600;240;12.8;67;282.75
4;2018-01-03 09:00:00+00:00;99050;260;12.7;64;281.65
4;2018-01-03 12:00:00+00:00;99420;250;13.6;64;282.55
4;2018-01-03 15:00:00+00:00;99640;250;12.3;65;283.05
4;2018-01-03 18:00:00+00:00;99740;250;11.1;68;282.05
4;2018-01-03 21:00:00+00:00;99770;250;10.7;69;282.15
3;2018-01-04 00:00:00+00:00;99730;230;5.8;78;281.15
3;2018-01-04 03:00:00+00:00;99610;220;5.9;87;281.25
3;2018-01-04 06:00:00+00:00;99360;190;4.9;95;280.65
3;2018-01-04 09:00:00+00:00;99070;170;4.8;98;281.05
3;2018-01-04 12:00:00+00:00;98870;240;12.2;86;285.85
3;2018-01-04 15:00:00+00:00;98880;240;11.8;75;285.45
3;2018-01-04 18:00:00+00:00;99050;250;12.5;67;283.15
3;2018-01-04 21:00:00+00:00;99250;240;8.6;73;281.85
3;2018-01-05 00:00:00+00:00;99170;190;7.8;83;281.05
3;2018-01-05 03:00:00+00:00;99060;230;8.5;81;282.85
3;2018-01-05 06:00:00+00:00;99130;220;6.4;84;281.65
3;2018-01-05 09:00:00+00:00;99170;200;4.7;85;281.15
3;2018-01-05 12:00:00+00:00;99110;200;7.5;83;282.45
3;2018-01-05 15:00:00+00:00;99190;220;5.7;85;280.25
3;2018-01-05 18:00:00+00:00;99350;220;4.5;84;279.35
3;2018-01-05 21:00:00+00:00;99530;200;5.0;89;278.55
4;2018-01-06 00:00:00+00:00;99670;160;2.1;90;276.45
4;2018-01-06 03:00:00+00:00;99700;170;1.8;92;276.95
4;2018-01-06 06:00:00+00:00;99780;70;1.4;94;277.55
4;2018-01-06 09:00:00+00:00;100020;60;0.6;95;277.85
4;2018-01-06 12:00:00+00:00;100210;20;2.4;90;279.45
4;2018-01-06 15:00:00+00:00;100370;30;3.9;88;279.65
4;2018-01-06 18:00:00+00:00;100610;20;5.7;88;279.45
4;2018-01-06 21:00:00+00:00;100910;30;5.3;88;279.25
3;2018-01-07 00:00:00+00:00;101080;20;7.2;88;278.55
3;2018-01-07 03:00:00+00:00;101250;30;6.9;87;277.25
3;2018-01-07 06:00:00+00:00;101390;30;8.5;84;276.65
3;2018-01-07 09:00:00+00:00;101670;40;8.5;82;276.75
3;2018-01-07 12:00:00+00:00;101680;40;9.2;79;276.75
3;2018-01-07 15:00:00+00:00;101670;40;7.9;79;276.15
3;2018-01-07 18:00:00+00:00;101720;40;8.9;78;275.85
3;2018-01-07 21:00:00+00:00;101760;50;6.9;79;275.15
3;2018-01-08 00:00:00+00:00;101760;40;5.7;81;275.45
3;2018-01-08 03:00:00+00:00;101690;40;5.9;82;275.45
3;2018-01-08 06:00:00+00:00;101610;40;5.8;85;275.45
3;2018-01-08 09:00:00+00:00;101600;50;5.1;85;276.15
3;2018-01-08 12:00:00+00:00;101450;40;5.6;83;277.05
3;2018-01-08 15:00:00+00:00;101270;40;4.3;82;277.75
3;2018-01-08 18:00:00+00:00;101180;20;4.3;85;277.45
3;2018-01-08 21:00:00+00:00;101070;40;4.0;91;275.65
5;2018-01-09 00:00:00+00:00;100850;60;2.9;93;275.15
5;2018-01-09 03:00:00+00:00;100700;40;1.2;96;274.45
5;2018-01-09 06:00:00+00:00;100510;60;2.2;96;274.35
5;2018-01-09 09:00:00+00:00;100350;70;1.7;96;275.35
5;2018-01-09 12:00:00+00:00;100270;170;2.8;92;277.35
5;2018-01-09 15:00:00+00:00;100200;180;5.4;93;278.55
5;2018-01-09 18:00:00+00:00;100240;190;4.0;93;278.75
5;2018-01-09 21:00:00+00:00;100210;160;3.1;90;280.15
3;2018-01-10 00:00:00+00:00;100160;160;4.2;93;280.55
3;2018-01-10 03:00:00+00:00;100090;160;4.6;96;280.75
3;2018-01-10 06:00:00+00:00;100090;160;4.2;94;279.95
3;2018-01-10 09:00:00+00:00;100170;180;5.2;94;279.95
3;2018-01-10 12:00:00+00:00;100150;190;4.1;94;280.75
3;2018-01-10 15:00:00+00:00;100160;170;3.0;89;281.55
3;2018-01-10 18:00:00+00:00;100270;170;2.8;87;280.65
3;2018-01-10 21:00:00+00:00;100350;180;1.7;93;279.95
4;2018-01-11 00:00:00+00:00;100410;140;1.2;97;278.75
4;2018-01-11 03:00:00+00:00;100550;130;0.6;99;277.65
4;2018-01-11 06:00:00+00:00;100720;0;0.0;99;277.75
4;2018-01-11 09:00:00+00:00;101010;150;1.4;99;278.15
4;2018-01-11 12:00:00+00:00;101190;280;0.6;99;278.45
4;2018-01-11 15:00:00+00:00;101380;310;2.1;99;278.75
4;2018-01-11 18:00:00+00:00;101570;10;1.6;99;278.65
4;2018-01-11 21:00:00+00:00;101790;310;3.4;99;277.85
7;2018-01-12 00:00:00+00:00;101890;340;1.5;99;277.65
7;2018-01-12 03:00:00+00:00;101980;350;3.2;99;277.75
7;2018-01-12 06:00:00+00:00;102030;320;1.6;99;278.25
7;2018-01-12 09:00:00+00:00;102120;340;2.8;99;278.75
7;2018-01-12 12:00:00+00:00;102080;50;2.1;90;279.45
7;2018-01-12 15:00:00+00:00;102040;90;1.4;87;280.25
7;2018-01-12 18:00:00+00:00;102050;250;0.7;89;279.35
7;2018-01-12 21:00:00+00:00;102030;100;1.5;96;277.95
5;2018-01-13 00:00:00+00:00;101970;260;2.3;97;277.15
5;2018-01-13 03:00:00+00:00;101870;100;2.1;99;276.55
5;2018-01-13 06:00:00+00:00;101790;100;2.9;100;275.75
5;2018-01-13 09:00:00+00:00;101790;120;3.1;100;276.75
5;2018-01-13 12:00:00+00:00;101680;130;5.3;86;277.45
5;2018-01-13 15:00:00+00:00;101530;120;4.0;79;277.65
5;2018-01-13 18:00:00+00:00;101500;90;2.2;81;277.35
5;2018-01-13 21:00:00+00:00;101420;50;2.9;77;277.45
5;2018-01-14 00:00:00+00:00;101300;40;4.2;85;275.65
5;2018-01-14 03:00:00+00:00;101250;40;3.4;88;274.75
5;2018-01-14 06:00:00+00:00;101210;50;3.5;89;274.35
5;2018-01-14 09:00:00+00:00;101290;60;3.0;89;274.65
5;2018-01-14 12:00:00+00:00;101270;140;2.2;80;276.65
5;2018-01-14 15:00:00+00:00;101230;150;2.3;78;278.35
5;2018-01-14 18:00:00+00:00;101210;140;1.5;87;276.45
5;2018-01-14 21:00:00+00:00;101230;180;1.7;95;274.35
3;2018-01-15 00:00:00+00:00;101100;190;2.6;97;273.75
3;2018-01-15 03:00:00+00:00;100910;190;7.2;99;273.85
3;2018-01-15 06:00:00+00:00;100620;180;5.9;100;276.55
3;2018-01-15 09:00:00+00:00;100230;180;10.3;87;278.85
3;2018-01-15 12:00:00+00:00;99690;190;12.5;88;279.55
3;2018-01-15 15:00:00+00:00;99040;190;12.8;93;279.75
3;2018-01-15 18:00:00+00:00;98850;210;7.0;96;281.35
3;2018-01-15 21:00:00+00:00;99060;260;9.2;80;280.95
3;2018-01-16 00:00:00+00:00;99110;220;5.4;80;280.35
3;2018-01-16 03:00:00+00:00;98960;220;5.5;85;279.65
3;2018-01-16 06:00:00+00:00;98880;240;8.8;80;280.45
3;2018-01-16 09:00:00+00:00;99130;250;8.2;73;280.05
3;2018-01-16 12:00:00+00:00;99220;260;10.8;61;281.35
3;2018-01-16 15:00:00+00:00;99160;250;7.6;63;280.05
3;2018-01-16 18:00:00+00:00;99100;240;7.3;71;279.05
3;2018-01-16 21:00:00+00:00;99000;250;6.0;85;277.65
3;2018-01-17 00:00:00+00:00;99040;250;8.1;77;277.35
3;2018-01-17 03:00:00+00:00;99250;260;9.3;70;276.85
3;2018-01-17 06:00:00+00:00;99560;270;8.5;69;276.45
3;2018-01-17 09:00:00+00:00;99960;250;7.4;68;277.05
3;2018-01-17 12:00:00+00:00;100210;270;9.5;60;279.75
3;2018-01-17 15:00:00+00:00;100390;250;10.2;63;279.95
3;2018-01-17 18:00:00+00:00;100470;240;7.2;69;278.65
3;2018-01-17 21:00:00+00:00;100400;230;5.4;72;278.85
3;2018-01-18 00:00:00+00:00;100110;200;6.2;89;278.25
3;2018-01-18 03:00:00+00:00;99290;190;13.1;92;279.05
3;2018-01-18 06:00:00+00:00;98930;240;17.5;80;284.15
3;2018-01-18 09:00:00+00:00;99390;260;14.0;62;282.35
3;2018-01-18 12:00:00+00:00;99750;260;12.4;58;282.75
3;2018-01-18 15:00:00+00:00;99780;270;7.7;63;281.95
3;2018-01-18 18:00:00+00:00;99750;240;4.8;78;280.35
3;2018-01-18 21:00:00+00:00;99880;270;6.3;78;279.15
3;2018-01-19 00:00:00+00:00;100090;250;6.0;81;277.55
3;2018-01-19 03:00:00+00:00;100240;250;5.1;81;276.05
3;2018-01-19 06:00:00+00:00;100360;220;1.4;87;274.05
3;2018-01-19 09:00:00+00:00;100480;220;5.3;85;275.55
3;2018-01-19 12:00:00+00:00;100500;230;7.1;70;279.35
3;2018-01-19 15:00:00+00:00;100460;260;6.7;57;280.15
3;2018-01-19 18:00:00+00:00;100520;200;3.2;84;275.85
3;2018-01-19 21:00:00+00:00;100510;190;4.3;87;275.75
3;2018-01-20 00:00:00+00:00;100510;220;5.5;86;275.55
3;2018-01-20 03:00:00+00:00;100370;190;4.2;91;275.25
3;2018-01-20 06:00:00+00:00;100110;180;5.0;94;276.55
3;2018-01-20 09:00:00+00:00;99820;150;3.5;95;276.85
3;2018-01-20 12:00:00+00:00;99410;120;3.1;96;277.65
3;2018-01-20 15:00:00+00:00;99250;70;2.8;97;277.95
3;2018-01-20 18:00:00+00:00;99440;40;1.3;97;277.45
3;2018-01-20 21:00:00+00:00;99830;340;2.6;96;276.55
3;2018-01-21 00:00:00+00:00;100310;300;3.2;94;276.05
3;2018-01-21 03:00:00+00:00;100690;270;4.4;97;275.65
3;2018-01-21 06:00:00+00:00;100910;260;3.1;96;274.75
3;2018-01-21 09:00:00+00:00;101130;230;2.5;96;275.25
3;2018-01-21 12:00:00+00:00;101080;180;2.7;86;277.25
3;2018-01-21 15:00:00+00:00;100980;150;5.3;93;275.25
3;2018-01-21 18:00:00+00:00;100650;140;7.2;95;274.95
3;2018-01-21 21:00:00+00:00;100290;160;7.0;97;275.95
3;2018-01-22 00:00:00+00:00;100170;190;2.5;99;279.55
3;2018-01-22 03:00:00+00:00;100180;250;6.1;97;283.05
3;2018-01-22 06:00:00+00:00;100170;240;3.8;92;282.95
3;2018-01-22 09:00:00+00:00;100260;280;2.2;92;282.05
3;2018-01-22 12:00:00+00:00;100440;320;4.7;82;282.55
3;2018-01-22 15:00:00+00:00;100790;310;7.3;66;282.65
3;2018-01-22 18:00:00+00:00;101190;260;2.6;82;279.75
3;2018-01-22 21:00:00+00:00;101390;230;2.8;82;280.85
3;2018-01-23 00:00:00+00:00;101550;240;3.7;76;280.55
3;2018-01-23 03:00:00+00:00;101570;210;3.1;81;280.15
3;2018-01-23 06:00:00+00:00;101580;190;4.9;87;280.35
3;2018-01-23 09:00:00+00:00;101580;180;6.5;81;281.25
3;2018-01-23 12:00:00+00:00;101470;190;7.7;81;282.65
3;2018-01-23 15:00:00+00:00;101360;180;8.3;88;282.65
3;2018-01-23 18:00:00+00:00;101340;190;8.5;91;283.15
3;2018-01-23 21:00:00+00:00;101360;200;6.7;93;284.25
3;2018-01-24 00:00:00+00:00;101350;200;7.3;96;284.65
3;2018-01-24 03:00:00+00:00;101210;190;7.6;91;285.05
3;2018-01-24 06:00:00+00:00;101070;190;9.0;91;285.05
3;2018-01-24 09:00:00+00:00;100940;180;11.2;89;285.45
3;2018-01-24 12:00:00+00:00;100670;190;14.2;85;286.25
3;2018-01-24 15:00:00+00:00;100480;190;10.6;70;286.45
3;2018-01-24 18:00:00+00:00;100330;190;12.4;74;285.25
3;2018-01-24 21:00:00+00:00;100580;280;6.4;94;281.05
3;2018-01-25 00:00:00+00:00;100670;190;3.3;96;280.75
3;2018-01-25 03:00:00+00:00;100670;200;5.1;91;280.35
3;2018-01-25 06:00:00+00:00;100650;180;2.8;92;279.85
3;2018-01-25 09:00:00+00:00;100640;200;5.3;91;281.05
3;2018-01-25 12:00:00+00:00;100580;200;5.3;85;282.25
3;2018-01-25 15:00:00+00:00;100520;200;4.5;81;282.15
3;2018-01-25 18:00:00+00:00;100620;190;2.6;88;280.65
3;2018-01-25 21:00:00+00:00;100650;210;3.2;93;279.05
4;2018-01-26 00:00:00+00:00;100740;190;2.9;95;277.95
4;2018-01-26 03:00:00+00:00;100740;190;3.3;96;277.55
4;2018-01-26 06:00:00+00:00;100870;190;2.5;98;277.55
4;2018-01-26 09:00:00+00:00;101120;160;2.0;98;277.75
4;2018-01-26 12:00:00+00:00;101300;190;2.1;90;279.85
4;2018-01-26 15:00:00+00:00;101490;160;0.6;80;281.65
4;2018-01-26 18:00:00+00:00;101800;320;2.0;85;279.75
4;2018-01-26 21:00:00+00:00;102080;320;3.0;88;277.95
4;2018-01-27 00:00:00+00:00;102220;270;1.9;92;276.75
4;2018-01-27 03:00:00+00:00;102330;240;0.9;97;275.85
4;2018-01-27 06:00:00+00:00;102500;220;2.3;97;275.95
4;2018-01-27 09:00:00+00:00;102560;200;3.5;92;276.75
4;2018-01-27 12:00:00+00:00;102530;190;7.2;85;278.55
4;2018-01-27 15:00:00+00:00;102460;210;7.4;81;279.65
4;2018-01-27 18:00:00+00:00;102360;180;8.8;84;278.85
4;2018-01-27 21:00:00+00:00;102350;200;8.4;90;278.95
3;2018-01-28 00:00:00+00:00;102370;200;6.0;95;279.65
3;2018-01-28 03:00:00+00:00;102410;200;5.6;98;280.65
3;2018-01-28 06:00:00+00:00;102550;190;2.7;99;282.55
3;2018-01-28 09:00:00+00:00;102700;240;5.3;92;283.15
3;2018-01-28 12:00:00+00:00;102760;240;8.2;86;284.35
3;2018-01-28 15:00:00+00:00;102720;240;9.0;85;284.15
3;2018-01-28 18:00:00+00:00;102780;240;7.5;90;283.15
3;2018-01-28 21:00:00+00:00;102750;230;6.0;91;283.25
3;2018-01-29 00:00:00+00:00;102650;240;6.7;86;283.65
3;2018-01-29 03:00:00+00:00;102530;240;8.8;82;283.65
3;2018-01-29 06:00:00+00:00;102450;230;6.9;84;283.25
3;2018-01-29 09:00:00+00:00;102410;240;8.9;75;283.55
3;2018-01-29 12:00:00+00:00;102270;240;11.2;76;283.85
3;2018-01-29 15:00:00+00:00;102090;240;11.0;75;284.25
3;2018-01-29 18:00:00+00:00;102190;250;9.6;88;283.35
3;2018-01-29 21:00:00+00:00;102440;290;2.9;89;281.65
4;2018-01-30 00:00:00+00:00;102590;300;2.0;88;277.75
4;2018-01-30 03:00:00+00:00;102550;290;1.6;96;275.65
4;2018-01-30 06:00:00+00:00;102530;250;0.5;96;273.85
4;2018-01-30 09:00:00+00:00;102530;180;0.6;99;276.15
4;2018-01-30 12:00:00+00:00;102370;180;3.2;78;280.95
4;2018-01-30 15:00:00+00:00;102050;170;2.6;76;281.95
4;2018-01-30 18:00:00+00:00;101790;160;2.9;90;280.25
4;2018-01-30 21:00:00+00:00;101580;190;2.7;93;281.25
3;2018-01-31 00:00:00+00:00;101270;210;6.6;96;282.75
3;2018-01-31 03:00:00+00:00;100890;210;9.6;94;282.75
3;2018-01-31 06:00:00+00:00;100620;200;9.1;92;282.35
3;2018-01-31 09:00:00+00:00;100330;200;9.8;94;281.95
3;2018-01-31 12:00:00+00:00;100130;240;10.5;86;281.25
3;2018-01-31 15:00:00+00:00;99750;220;7.9;77;281.05
3;2018-01-31 18:00:00+00:00;99730;250;7.1;81;279.55
3;2018-01-31 21:00:00+00:00;99720;240;3.4;79;276.25
3;2018-02-01 00:00:00+00:00;99700;230;3.9;80;275.55
3;2018-02-01 03:00:00+00:00;99530;210;5.0;86;274.85
3;2018-02-01 06:00:00+00:00;99430;200;4.3;90;275.35
3;2018-02-01 09:00:00+00:00;99540;220;6.5;93;275.95
3;2018-02-01 12:00:00+00:00;99670;280;7.6;72;279.15
3;2018-02-01 15:00:00+00:00;99720;260;5.8;68;278.95
3;2018-02-01 18:00:00+00:00;99830;240;4.7;75;276.95
3;2018-02-01 21:00:00+00:00;99920;280;7.0;84;277.05
3;2018-02-02 00:00:00+00:00;99960;260;5.6;94;276.05
3;2018-02-02 03:00:00+00:00;99990;270;5.5;87;276.05
3;2018-02-02 06:00:00+00:00;100010;280;7.5;84;276.85
3;2018-02-02 09:00:00+00:00;100130;270;6.4;87;277.35
3;2018-02-02 12:00:00+00:00;100120;280;7.9;92;277.15
3;2018-02-02 15:00:00+00:00;100200;300;4.6;90;276.95
3;2018-02-02 18:00:00+00:00;100370;310;3.6;89;276.55
3;2018-02-02 21:00:00+00:00;100490;290;2.6;95;275.95
3;2018-02-03 00:00:00+00:00;100480;280;3.4;96;275.25
3;2018-02-03 03:00:00+00:00;100420;290;2.4;96;275.75
3;2018-02-03 06:00:00+00:00;100260;190;1.9;98;274.95
3;2018-02-03 09:00:00+00:00;100190;210;2.9;98;275.95
3;2018-02-03 12:00:00+00:00;100080;210;3.9;87;278.25
3;2018-02-03 15:00:00+00:00;100000;190;3.0;78;278.15
3;2018-02-03 18:00:00+00:00;100070;90;1.5;90;276.65
3;2018-02-03 21:00:00+00:00;100250;50;2.1;94;276.15
3;2018-02-04 00:00:00+00:00;100490;10;2.9;96;275.25
3;2018-02-04 03:00:00+00:00;100770;30;7.6;89;275.55
3;2018-02-04 06:00:00+00:00;101170;20;7.3;78;273.15
3;2018-02-04 09:00:00+00:00;101510;40;5.2;73;274.05
3;2018-02-04 12:00:00+00:00;101600;20;5.8;65;277.25
3;2018-02-04 15:00:00+00:00;101640;30;9.1;60;277.15
3;2018-02-04 18:00:00+00:00;101850;30;6.0;66;274.85
3;2018-02-04 21:00:00+00:00;101950;10;2.4;74;274.25
4;2018-02-05 00:00:00+00:00;101980;30;3.7;88;274.45
4;2018-02-05 03:00:00+00:00;101950;40;4.4;81;273.35
4;2018-02-05 06:00:00+00:00;101920;30;5.3;83;272.35
4;2018-02-05 09:00:00+00:00;101950;50;5.6;82;272.85
4;2018-02-05 12:00:00+00:00;101820;40;5.7;73;274.75
4;2018-02-05 15:00:00+00:00;101610;40;7.4;67;276.45
4;2018-02-05 18:00:00+00:00;101540;40;5.4;72;274.75
4;2018-02-05 21:00:00+00:00;101480;40;5.2;78;273.65
5;2018-02-06 00:00:00+00:00;101260;40;5.1;82;272.55
5;2018-02-06 03:00:00+00:00;101070;30;4.3;84;271.55
5;2018-02-06 06:00:00+00:00;100940;10;5.2;83;271.35
5;2018-02-06 09:00:00+00:00;100880;20;5.7;80;271.35
5;2018-02-06 12:00:00+00:00;100810;10;5.1;72;273.15
5;2018-02-06 15:00:00+00:00;100710;10;5.9;69;274.15
5;2018-02-06 18:00:00+00:00;100790;10;4.6;75;272.95
5;2018-02-06 21:00:00+00:00;100890;10;5.2;77;272.55
5;2018-02-07 00:00:00+00:00;100920;30;4.9;74;272.25
5;2018-02-07 03:00:00+00:00;100960;20;5.7;68;271.75
5;2018-02-07 06:00:00+00:00;101020;20;4.7;68;270.75
5;2018-02-07 09:00:00+00:00;101200;20;4.5;65;272.05
5;2018-02-07 12:00:00+00:00;101290;10;4.5;56;273.95
5;2018-02-07 15:00:00+00:00;101280;350;4.6;42;274.35
5;2018-02-07 18:00:00+00:00;101400;350;4.0;58;273.65
5;2018-02-07 21:00:00+00:00;101490;0;0.0;70;271.05
6;2018-02-08 00:00:00+00:00;101530;230;1.5;83;270.15
6;2018-02-08 03:00:00+00:00;101530;160;0.7;87;270.55
6;2018-02-08 06:00:00+00:00;101510;0;0.0;76;271.55
6;2018-02-08 09:00:00+00:00;101580;150;1.5;83;272.85
6;2018-02-08 12:00:00+00:00;101570;180;1.9;67;277.95
6;2018-02-08 15:00:00+00:00;101410;190;4.0;67;277.95
6;2018-02-08 18:00:00+00:00;101370;180;3.8;79;274.75
6;2018-02-08 21:00:00+00:00;101250;180;4.9;83;273.35
5;2018-02-09 00:00:00+00:00;101110;180;4.9;81;273.05
5;2018-02-09 03:00:00+00:00;100950;180;5.2;79;272.65
5;2018-02-09 06:00:00+00:00;100670;150;6.4;77;271.75
5;2018-02-09 09:00:00+00:00;100580;160;6.7;77;272.45
5;2018-02-09 12:00:00+00:00;100440;170;8.1;99;272.65
5;2018-02-09 15:00:00+00:00;100430;200;5.8;100;273.45
5;2018-02-09 18:00:00+00:00;100620;230;2.8;100;274.05
5;2018-02-09 21:00:00+00:00;100800;260;2.6;99;274.45
3;2018-02-10 00:00:00+00:00;100940;260;3.9;100;274.35
3;2018-02-10 03:00:00+00:00;101090;280;4.3;96;274.85
3;2018-02-10 06:00:00+00:00;101180;260;3.2;96;273.35
3;2018-02-10 09:00:00+00:00;101280;260;3.9;93;274.65
3;2018-02-10 12:00:00+00:00;101170;220;5.3;66;278.45
3;2018-02-10 15:00:00+00:00;100960;190;6.5;68;278.65
3;2018-02-10 18:00:00+00:00;100690;180;8.7;73;276.75
3;2018-02-10 21:00:00+00:00;100340;180;10.7;90;275.85
3;2018-02-11 00:00:00+00:00;99920;180;10.8;94;275.95
3;2018-02-11 03:00:00+00:00;99540;190;9.4;96;277.05
3;2018-02-11 06:00:00+00:00;99550;230;6.2;88;279.05
3;2018-02-11 09:00:00+00:00;99760;260;8.1;73;279.55
3;2018-02-11 12:00:00+00:00;99870;260;8.8;60;281.15
3;2018-02-11 15:00:00+00:00;99910;260;10.2;56;280.55
3;2018-02-11 18:00:00+00:00;100020;250;5.7;69;277.75
3;2018-02-11 21:00:00+00:00;100310;270;4.7;87;274.95
3;2018-02-12 00:00:00+00:00;100500;260;5.3;83;274.05
3;2018-02-12 03:00:00+00:00;100670;260;6.2;79;274.55
3;2018-02-12 06:00:00+00:00;100860;260;5.2;80;273.95
3;2018-02-12 09:00:00+00:00;101080;250;3.8;77;275.15
3;2018-02-12 12:00:00+00:00;101160;260;5.7;59;278.45
3;2018-02-12 15:00:00+00:00;101080;250;5.0;52;279.25
3;2018-02-12 18:00:00+00:00;101110;210;3.7;66;275.85
3;2018-02-12 21:00:00+00:00;101070;190;3.8;80;274.65
3;2018-02-13 00:00:00+00:00;100950;180;4.7;86;273.35
3;2018-02-13 03:00:00+00:00;100720;160;4.4;87;272.95
3;2018-02-13 06:00:00+00:00;100520;150;5.5;86;273.05
3;2018-02-13 09:00:00+00:00;100340;160;7.8;78;274.85
3;2018-02-13 12:00:00+00:00;100160;160;9.2;65;277.45
3;2018-02-13 15:00:00+00:00;100010;160;9.5;53;278.05
3;2018-02-13 18:00:00+00:00;100100;130;7.2;63;276.35
3;2018-02-13 21:00:00+00:00;100260;150;3.0;72;274.55
3;2018-02-14 00:00:00+00:00;100360;140;4.6;77;273.45
3;2018-02-14 03:00:00+00:00;100460;140;4.3;85;272.15
3;2018-02-14 06:00:00+00:00;100570;140;5.4;86;273.15
3;2018-02-14 09:00:00+00:00;100660;170;5.3;82;275.05
3;2018-02-14 12:00:00+00:00;100680;150;6.1;72;278.05
3;2018-02-14 15:00:00+00:00;100590;150;7.5;72;278.65
3;2018-02-14 18:00:00+00:00;100500;150;8.4;73;277.85
3;2018-02-14 21:00:00+00:00;100340;160;8.5;84;277.05
3;2018-02-15 00:00:00+00:00;100150;160;8.8;90;276.25
3;2018-02-15 03:00:00+00:00;100100;160;6.8;96;276.65
3;2018-02-15 06:00:00+00:00;100180;160;4.3;96;277.75
3;2018-02-15 09:00:00+00:00;100380;190;4.7;98;279.95
3;2018-02-15 12:00:00+00:00;100590;230;5.2;84;284.05
3;2018-02-15 15:00:00+00:00;100790;250;8.1;57;284.75
3;2018-02-15 18:00:00+00:00;101110;260;4.8;72;279.85
3;2018-02-15 21:00:00+00:00;101310;240;3.8;88;277.35
5;2018-02-16 00:00:00+00:00;101560;260;3.8;91;275.65
5;2018-02-16 03:00:00+00:00;101720;190;0.8;92;275.85
5;2018-02-16 06:00:00+00:00;101900;210;1.1;94;274.85
5;2018-02-16 09:00:00+00:00;102090;240;1.8;86;276.95
5;2018-02-16 12:00:00+00:00;102180;190;2.0;50;281.75
5;2018-02-16 15:00:00+00:00;102070;270;2.0;45;283.15
5;2018-02-16 18:00:00+00:00;102070;110;0.7;69;277.85
5;2018-02-16 21:00:00+00:00;101940;90;0.9;73;276.05
6;2018-02-17 00:00:00+00:00;101790;70;2.6;74;275.85
6;2018-02-17 03:00:00+00:00;101640;50;2.5;74;275.55
6;2018-02-17 06:00:00+00:00;101490;30;2.9;77;275.25
6;2018-02-17 09:00:00+00:00;101560;40;3.0;72;276.25
6;2018-02-17 12:00:00+00:00;101620;60;1.2;61;280.35
6;2018-02-17 15:00:00+00:00;101640;330;1.3;48;282.45
6;2018-02-17 18:00:00+00:00;101790;330;0.8;69;277.25
6;2018-02-17 21:00:00+00:00;101880;0;0.0;81;274.15
6;2018-02-18 00:00:00+00:00;101940;120;0.5;92;272.35
6;2018-02-18 03:00:00+00:00;101920;140;0.6;97;272.05
6;2018-02-18 06:00:00+00:00;101920;130;1.3;97;271.35
6;2018-02-18 09:00:00+00:00;101950;140;2.4;97;274.15
6;2018-02-18 12:00:00+00:00;101890;150;4.1;74;279.75
6;2018-02-18 15:00:00+00:00;101810;160;4.7;63;281.65
6;2018-02-18 18:00:00+00:00;101770;130;2.6;80;277.25
6;2018-02-18 21:00:00+00:00;101720;150;2.7;84;275.15
4;2018-02-19 00:00:00+00:00;101640;150;3.6;85;274.55
4;2018-02-19 03:00:00+00:00;101530;160;4.2;92;273.25
4;2018-02-19 06:00:00+00:00;101430;160;4.2;91;272.95
4;2018-02-19 09:00:00+00:00;101380;160;5.6;91;273.85
4;2018-02-19 12:00:00+00:00;101290;160;4.6;88;275.85
4;2018-02-19 15:00:00+00:00;101170;160;3.6;94;276.65
4;2018-02-19 18:00:00+00:00;101090;150;3.9;97;276.35
4;2018-02-19 21:00:00+00:00;101090;140;3.7;98;275.95
6;2018-02-20 00:00:00+00:00;101110;140;3.0;97;275.65
6;2018-02-20 03:00:00+00:00;101120;70;1.8;98;275.25
6;2018-02-20 06:00:00+00:00;101200;60;0.9;95;275.25
6;2018-02-20 09:00:00+00:00;101310;0;0.0;88;276.15
6;2018-02-20 12:00:00+00:00;101310;80;0.7;74;279.05
6;2018-02-20 15:00:00+00:00;101240;350;1.6;75;278.95
6;2018-02-20 18:00:00+00:00;101380;340;2.4;77;277.15
6;2018-02-20 21:00:00+00:00;101590;30;4.8;76;276.85
8;2018-02-21 00:00:00+00:00;101770;20;4.3;81;274.75
8;2018-02-21 03:00:00+00:00;101840;360;3.6;85;273.15
